term,N,embedding,cluster,n_contexts,silhouette,best_k,silhouette_k,decoded_lemmas,examples
slay,120,masked,1,98,0.2559795379638672,2,"{1: 0.0, 2: 0.2559795379638672, 3: 0.13049648702144623, 4: 0.13044728338718414, 5: 0.1311553716659546}",,"['They slay every role they take on in this theater production', 'They slay the whole concept', 'They slay without trying too hard', 'She slay every hairstyle she tries, making it look effortlessly perfect', 'This whole vibe slay']"
slay,130,masked,0,22,0.2614375054836273,2,"{1: 0.0, 2: 0.2614375054836273, 3: 0.1323237121105194, 4: 0.11781620234251022, 5: 0.11838852614164352}",,"['He slay the stage without trying', 'This performance continues to slay', 'That walk absolutely slay', 'This fit was made to slay', 'They really slay in that scene']"
slay,130,masked,1,108,0.2614375054836273,2,"{1: 0.0, 2: 0.2614375054836273, 3: 0.1323237121105194, 4: 0.11781620234251022, 5: 0.11838852614164352}",,"['They slay every role they take on in this theater production', 'She slay the art of social media effortlessly, gaining followers daily', 'They slay the whole concept', 'Their design choices slay the competition, leaving no room for second place', 'He slay every presentation at work and impresses all the clients consistently']"
slay,140,masked,0,22,0.2639019787311554,2,"{1: 0.0, 2: 0.2639019787311554, 3: 0.13129718601703644, 4: 0.12410533428192139, 5: 0.11699102818965912}",,"['He slay the stage without trying', 'This performance continues to slay', 'That walk absolutely slay', 'This fit was made to slay', 'They really slay in that scene']"
slay,140,masked,1,118,0.2639019787311554,2,"{1: 0.0, 2: 0.2639019787311554, 3: 0.13129718601703644, 4: 0.12410533428192139, 5: 0.11699102818965912}",,"['They slay every role they take on in this theater production', 'They slay the whole concept', 'She slay the art of social media effortlessly, gaining followers daily', 'Their design choices slay the competition, leaving no room for second place', 'He slay every presentation at work and impresses all the clients consistently']"
slay,150,masked,0,128,0.2682749032974243,2,"{1: 0.0, 2: 0.2682749032974243, 3: 0.13227355480194092, 4: 0.12558594346046448, 5: 0.12220565974712372}",,"['They slay every role they take on in this theater production', 'He slay every role in the play, making each character memorable and authentic', 'They slay the whole concept', 'She slay the art of social media effortlessly, gaining followers daily', 'She slay the leadership role with grace, confidence, and strategic decision-making skills']"
slay,150,masked,1,22,0.2682749032974243,2,"{1: 0.0, 2: 0.2682749032974243, 3: 0.13227355480194092, 4: 0.12558594346046448, 5: 0.12220565974712372}",,"['He slay the stage without trying', 'This performance continues to slay', 'That walk absolutely slay', 'This fit was made to slay', 'They really slay in that scene']"
flex,5,masked,0,2,0.1445738971233368,2,"{1: 0.0, 2: 0.1445738971233368, 3: 0.09413456916809082}",,"['This casual flex shows how much progress I’ve made recently', 'Not to flex but I finally finished that huge project']"
flex,5,masked,1,2,0.1445738971233368,2,"{1: 0.0, 2: 0.1445738971233368, 3: 0.09413456916809082}",,"['Not to flex but I finally finished that huge project', 'This casual flex shows how much progress I’ve made recently']"
flex,10,masked,0,7,0.16499648988246918,2,"{1: 0.0, 2: 0.16499648988246918, 3: 0.06569167971611023, 4: 0.09153717756271362, 5: 0.046863459050655365}",,"['Just a soft flex showing off my new camera skills', 'Not a flex, just proud of completing this challenging workout', 'Not to flex but I finally finished that huge project', 'Subtle flex here but my garden is finally thriving beautifully', 'Accidental flex but the coffee art turned out perfect today']"
flex,10,masked,1,1,0.16499648988246918,2,"{1: 0.0, 2: 0.16499648988246918, 3: 0.06569167971611023, 4: 0.09153717756271362, 5: 0.046863459050655365}",,['Not to flex but I finally finished that huge project']
flex,20,masked,0,7,0.11271516978740692,5,"{1: 0.0, 2: 0.08988437056541443, 3: 0.10881504416465759, 4: 0.10541565716266632, 5: 0.11271516978740692}",,"['Just a soft flex showing off my new camera skills', 'Not to flex but I finally finished that huge project', 'Not a flex, just proud of completing this challenging workout', 'Tiny flex but I managed to stick to my morning routine', 'Accidental flex but the coffee art turned out perfect today']"
flex,20,masked,1,2,0.11271516978740692,5,"{1: 0.0, 2: 0.08988437056541443, 3: 0.10881504416465759, 4: 0.10541565716266632, 5: 0.11271516978740692}",,"['Not to flex but I finally finished that huge project', 'This casual flex shows how much progress I’ve made recently']"
flex,20,masked,2,2,0.11271516978740692,5,"{1: 0.0, 2: 0.08988437056541443, 3: 0.10881504416465759, 4: 0.10541565716266632, 5: 0.11271516978740692}",,"['This casual flex shows how much progress I’ve made recently', 'Not to flex but I finally finished that huge project']"
flex,20,masked,3,2,0.11271516978740692,5,"{1: 0.0, 2: 0.08988437056541443, 3: 0.10881504416465759, 4: 0.10541565716266632, 5: 0.11271516978740692}",,"['This casual flex shows how much progress I’ve made recently', 'Not to flex but I finally finished that huge project']"
flex,20,masked,4,3,0.11271516978740692,5,"{1: 0.0, 2: 0.08988437056541443, 3: 0.10881504416465759, 4: 0.10541565716266632, 5: 0.11271516978740692}",,"['This casual flex shows how much progress I’ve made recently', 'Tiny flex but I managed to stick to my morning routine', 'Not to flex but I finally finished that huge project']"
flex,30,masked,0,3,0.13729074597358704,5,"{1: 0.0, 2: 0.09130259603261948, 3: 0.12974828481674194, 4: 0.10274651646614075, 5: 0.13729074597358704}",,"['Not to flex but I finally finished that huge project', 'Tiny flex but I managed to stick to my morning routine', 'This casual flex shows how much progress I’ve made recently']"
flex,30,masked,1,12,0.13729074597358704,5,"{1: 0.0, 2: 0.09130259603261948, 3: 0.12974828481674194, 4: 0.10274651646614075, 5: 0.13729074597358704}",,"['Just a soft flex showing off my new camera skills', 'Not to flex but I finally finished that huge project', 'Humble flex showing how far my running progress has come', 'Tiny flex but I managed to stick to my morning routine', 'This little flex proves I can stick to a routine consistently']"
flex,30,masked,2,5,0.13729074597358704,5,"{1: 0.0, 2: 0.09130259603261948, 3: 0.12974828481674194, 4: 0.10274651646614075, 5: 0.13729074597358704}",,"['This casual flex shows how much progress I’ve made recently', 'Accidental flex but the coffee art turned out perfect today', 'Tiny flex but I managed to stick to my morning routine', 'Just a soft flex showing off my new camera skills', 'Not to flex but I finally finished that huge project']"
flex,30,masked,3,3,0.13729074597358704,5,"{1: 0.0, 2: 0.09130259603261948, 3: 0.12974828481674194, 4: 0.10274651646614075, 5: 0.13729074597358704}",,"['Tiny flex but I managed to stick to my morning routine', 'This casual flex shows how much progress I’ve made recently', 'Not to flex but I finally finished that huge project']"
flex,30,masked,4,3,0.13729074597358704,5,"{1: 0.0, 2: 0.09130259603261948, 3: 0.12974828481674194, 4: 0.10274651646614075, 5: 0.13729074597358704}",,"['Not to flex but I finally finished that huge project', 'Tiny flex but I managed to stick to my morning routine', 'This casual flex shows how much progress I’ve made recently']"
flex,40,masked,0,6,0.15555500984191895,5,"{1: 0.0, 2: 0.12856537103652954, 3: 0.13268162310123444, 4: 0.13928383588790894, 5: 0.15555500984191895}",,"['Accidental flex but the coffee art turned out perfect today', 'Not to flex but I finally finished that huge project', 'Just a soft flex showing off my new camera skills', 'Not a flex, just proud of completing this challenging workout', 'This casual flex shows how much progress I’ve made recently']"
flex,40,masked,1,16,0.15555500984191895,5,"{1: 0.0, 2: 0.12856537103652954, 3: 0.13268162310123444, 4: 0.13928383588790894, 5: 0.15555500984191895}",,"['Low effort flex but my new playlist is actually fire', 'Okay this is a flex but I organized all my files perfectly', 'Not to flex but I finally finished that huge project', 'This might count as a flex, I finally mastered that recipe', 'Not a flex, but my photography game improved so much lately']"
flex,40,masked,2,6,0.15555500984191895,5,"{1: 0.0, 2: 0.12856537103652954, 3: 0.13268162310123444, 4: 0.13928383588790894, 5: 0.15555500984191895}",,"['Not a flex, just proud of completing this challenging workout', 'This casual flex shows how much progress I’ve made recently', 'Accidental flex but the coffee art turned out perfect today', 'Not to flex but I finally finished that huge project', 'Just a soft flex showing off my new camera skills']"
flex,40,masked,3,3,0.15555500984191895,5,"{1: 0.0, 2: 0.12856537103652954, 3: 0.13268162310123444, 4: 0.13928383588790894, 5: 0.15555500984191895}",,"['Tiny flex but I managed to stick to my morning routine', 'This casual flex shows how much progress I’ve made recently', 'Not to flex but I finally finished that huge project']"
flex,40,masked,4,4,0.15555500984191895,5,"{1: 0.0, 2: 0.12856537103652954, 3: 0.13268162310123444, 4: 0.13928383588790894, 5: 0.15555500984191895}",,"['Tiny flex but I managed to stick to my morning routine', 'Not to flex but I finally finished that huge project', 'Just a soft flex showing off my new camera skills', 'This casual flex shows how much progress I’ve made recently']"
flex,50,masked,0,5,0.1393270641565323,4,"{1: 0.0, 2: 0.10768865793943405, 3: 0.12687267363071442, 4: 0.1393270641565323, 5: 0.13408604264259338}",,"['Just a soft flex showing off my new camera skills', 'This casual flex shows how much progress I’ve made recently', 'Tiny flex but I managed to stick to my morning routine', 'Accidental flex but the coffee art turned out perfect today', 'Not to flex but I finally finished that huge project']"
flex,50,masked,1,24,0.1393270641565323,4,"{1: 0.0, 2: 0.10768865793943405, 3: 0.12687267363071442, 4: 0.1393270641565323, 5: 0.13408604264259338}",,"['Low effort flex but my new playlist is actually fire', 'Not a flex, but my photography game improved so much lately', 'This might count as a flex, I finally mastered that recipe', 'Lowkey flex, I got all my errands done before noon', 'Just a little flex, finally cleaned my entire home in one go']"
flex,50,masked,2,7,0.1393270641565323,4,"{1: 0.0, 2: 0.10768865793943405, 3: 0.12687267363071442, 4: 0.1393270641565323, 5: 0.13408604264259338}",,"['This casual flex shows how much progress I’ve made recently', 'Accidental flex but the coffee art turned out perfect today', 'Subtle flex here but my garden is finally thriving beautifully', 'Not a flex, just proud of completing this challenging workout', 'Not to flex but I finally finished that huge project']"
flex,50,masked,3,9,0.1393270641565323,4,"{1: 0.0, 2: 0.10768865793943405, 3: 0.12687267363071442, 4: 0.1393270641565323, 5: 0.13408604264259338}",,"['Not a flex, just proud of completing this challenging workout', 'Just a quiet flex, but my pet learned a new trick', 'Tiny flex but I managed to stick to my morning routine', 'Subtle flex here but my garden is finally thriving beautifully', 'This casual flex shows how much progress I’ve made recently']"
flex,60,masked,0,11,0.15830302238464355,3,"{1: 0.0, 2: 0.13538697361946106, 3: 0.15830302238464355, 4: 0.12611906230449677, 5: 0.1458197385072708}",,"['Humble flex showing how far my running progress has come', 'Subtle flex here but my garden is finally thriving beautifully', 'Just a soft flex showing off my new camera skills', 'Not trying to flex but my desk setup is peak aesthetic', 'This might count as a flex, I finally mastered that recipe']"
flex,60,masked,1,36,0.15830302238464355,3,"{1: 0.0, 2: 0.13538697361946106, 3: 0.15830302238464355, 4: 0.12611906230449677, 5: 0.1458197385072708}",,"['This counts as a flex, I nailed my presentation without notes', 'Lowkey flex, managed to complete the toughest part of my project', 'Quiet flex moment, my small plants are finally growing beautifully', 'Tiny flex but I successfully cooked a full meal from scratch', 'Not a flex, just proud I finally finished this long book']"
flex,60,masked,2,8,0.15830302238464355,3,"{1: 0.0, 2: 0.13538697361946106, 3: 0.15830302238464355, 4: 0.12611906230449677, 5: 0.1458197385072708}",,"['This casual flex shows how much progress I’ve made recently', 'Just a soft flex showing off my new camera skills', 'Accidental flex but the coffee art turned out perfect today', 'Subtle flex here but my garden is finally thriving beautifully', 'Not a flex, just proud of completing this challenging workout']"
flex,70,masked,0,8,0.15345701575279236,3,"{1: 0.0, 2: 0.14302025735378265, 3: 0.15345701575279236, 4: 0.11626079678535461, 5: 0.13633792102336884}",,"['This casual flex shows how much progress I’ve made recently', 'Just a soft flex showing off my new camera skills', 'Accidental flex but the coffee art turned out perfect today', 'Subtle flex here but my garden is finally thriving beautifully', 'Not a flex, just proud of completing this challenging workout']"
flex,70,masked,1,13,0.15345701575279236,3,"{1: 0.0, 2: 0.14302025735378265, 3: 0.15345701575279236, 4: 0.11626079678535461, 5: 0.13633792102336884}",,"['Just a soft flex showing off my new camera skills', 'Subtle flex here but my garden is finally thriving beautifully', 'Humble flex showing how far my running progress has come', 'This little flex proves I can stick to a routine consistently', 'This might count as a flex, I finally mastered that recipe']"
flex,70,masked,2,44,0.15345701575279236,3,"{1: 0.0, 2: 0.14302025735378265, 3: 0.15345701575279236, 4: 0.11626079678535461, 5: 0.13633792102336884}",,"['This counts as a flex, I nailed my presentation without notes', 'Subtle flex, finally got all my laundry done in one day', 'Lowkey flex, managed to complete the toughest part of my project', 'Tiny flex but I successfully cooked a full meal from scratch', 'Humble flex showing off my desk plant arrangement finally thriving']"
flex,80,masked,0,56,0.14743417501449585,2,"{1: 0.0, 2: 0.14743417501449585, 3: 0.14637582004070282, 4: 0.12156137079000473, 5: 0.13031530380249023}",,"['This counts as a flex, I nailed my presentation without notes', 'Subtle flex, finally mastered a tricky song on guitar today', 'Lowkey flex, managed to complete the toughest part of my project', 'Quiet flex moment, my small plants are finally growing beautifully', 'Tiny flex but I successfully cooked a full meal from scratch']"
flex,80,masked,1,19,0.14743417501449585,2,"{1: 0.0, 2: 0.14743417501449585, 3: 0.14637582004070282, 4: 0.12156137079000473, 5: 0.13031530380249023}",,"['Not a flex, but my photography game improved so much lately', 'This little flex proves I can stick to a routine consistently', 'Not a flex, just proud of completing this challenging workout', 'Tiny flex but I successfully cooked a full meal from scratch', 'Tiny flex but I managed to stick to my morning routine']"
flex,90,masked,0,66,0.15749841928482056,2,"{1: 0.0, 2: 0.15749841928482056, 3: 0.14919444918632507, 4: 0.13462527096271515, 5: 0.1266719102859497}",,"['This counts as a flex, I nailed my presentation without notes', 'Subtle flex, finally mastered a tricky song on guitar today', 'Lowkey flex, managed to complete the toughest part of my project', 'Just a soft flex, finally nailed that complex recipe perfectly', 'Humble flex, successfully followed a full meditation plan for a week']"
flex,90,masked,1,19,0.15749841928482056,2,"{1: 0.0, 2: 0.15749841928482056, 3: 0.14919444918632507, 4: 0.13462527096271515, 5: 0.1266719102859497}",,"['Not a flex, but my photography game improved so much lately', 'This little flex proves I can stick to a routine consistently', 'Not a flex, just proud of completing this challenging workout', 'Tiny flex but I successfully cooked a full meal from scratch', 'Tiny flex but I managed to stick to my morning routine']"
flex,100,masked,0,12,0.13964952528476715,5,"{1: 0.0, 2: 0.13453805446624756, 3: 0.09009227901697159, 4: 0.10367235541343689, 5: 0.13964952528476715}",,"['This little flex proves I can stick to a routine consistently', 'Accidental flex but the coffee art turned out perfect today', 'Not a flex, just proud of completing this challenging workout', 'Just a quiet flex, but my pet learned a new trick', 'This might count as a flex, I finally mastered that recipe']"
flex,100,masked,1,42,0.13964952528476715,5,"{1: 0.0, 2: 0.13453805446624756, 3: 0.09009227901697159, 4: 0.10367235541343689, 5: 0.13964952528476715}",,"['Subtle flex, my coffee brewing skills just hit a new level', 'This casual flex shows how much I’ve improved my sketches lately', 'Subtle flex, finally got all my laundry done in one day', 'Small flex moment, managed to finish all tasks before noon', 'Just a little flex, finally cleaned my entire home in one go']"
flex,100,masked,2,21,0.13964952528476715,5,"{1: 0.0, 2: 0.13453805446624756, 3: 0.09009227901697159, 4: 0.10367235541343689, 5: 0.13964952528476715}",,"['Accidental flex but the coffee art turned out perfect today', 'Not a flex, but my photography game improved so much lately', 'Casual flex moment, finally hit my reading goal for the month', 'Not a flex, just proud of completing this challenging workout', 'Just a soft flex showing off my new camera skills']"
flex,100,masked,3,6,0.13964952528476715,5,"{1: 0.0, 2: 0.13453805446624756, 3: 0.09009227901697159, 4: 0.10367235541343689, 5: 0.13964952528476715}",,"['Tiny flex but I managed to stick to my morning routine', 'Accidental flex but the coffee art turned out perfect today', 'Just a soft flex showing off my new camera skills', 'This casual flex shows how much progress I’ve made recently', 'Not to flex but I finally finished that huge project']"
flex,100,masked,4,14,0.13964952528476715,5,"{1: 0.0, 2: 0.13453805446624756, 3: 0.09009227901697159, 4: 0.10367235541343689, 5: 0.13964952528476715}",,"['Okay this is a flex but I organized all my files perfectly', 'Small flex moment, managed to finish all tasks before noon', 'Not a flex, just proud of completing this challenging workout', 'Tiny flex but I managed to stick to my morning routine', 'This little flex proves I can stick to a routine consistently']"
flex,110,masked,0,32,0.14285051822662354,2,"{1: 0.0, 2: 0.14285051822662354, 3: 0.0967729240655899, 4: 0.12647852301597595, 5: 0.11735673993825912}",,"['This counts as a flex, I nailed my presentation without notes', 'Small flex moment, managed to finish all tasks before noon', 'Tiny flex but I managed to stick to my morning routine', 'Not a flex, just proud of completing this challenging workout', 'This little flex proves I can stick to a routine consistently']"
flex,110,masked,1,72,0.14285051822662354,2,"{1: 0.0, 2: 0.14285051822662354, 3: 0.0967729240655899, 4: 0.12647852301597595, 5: 0.11735673993825912}",,"['Humble flex, successfully followed a full meditation plan for a week', 'Not a flex, but my photography game improved so much lately', 'Tiny flex, completed all my personal goals for the week successfully', 'This casual flex shows how much I’ve improved my sketches lately', 'Humble flex, finally cleaned my entire apartment in one afternoon']"
flex,120,masked,0,79,0.14747530221939087,2,"{1: 0.0, 2: 0.14747530221939087, 3: 0.08040422946214676, 4: 0.08713757991790771, 5: 0.10184355825185776}",,"['Lowkey flex, finally created a visually consistent Instagram feed', 'This counts as a flex, I nailed my presentation without notes', 'Subtle flex, finally mastered a tricky song on guitar today', 'Lowkey flex, managed to complete the toughest part of my project', 'Humble flex, successfully baked my first homemade bread this week']"
flex,120,masked,1,35,0.14747530221939087,2,"{1: 0.0, 2: 0.14747530221939087, 3: 0.08040422946214676, 4: 0.08713757991790771, 5: 0.10184355825185776}",,"['Not a flex, but my photography game improved so much lately', 'This little flex proves I can stick to a routine consistently', 'Not a flex, just proud of completing this challenging workout', 'Tiny flex but I successfully cooked a full meal from scratch', 'Tiny flex but I managed to stick to my morning routine']"
flex,130,masked,0,13,0.18153423070907593,4,"{1: 0.0, 2: 0.1670423299074173, 3: 0.15300756692886353, 4: 0.18153423070907593, 5: 0.1281500607728958}",,"['This casual flex shows how much progress I’ve made recently', 'Just a quiet flex, but my pet learned a new trick', 'Not trying to flex but my desk setup is peak aesthetic', 'Accidental flex but the coffee art turned out perfect today', 'Subtle flex here but my garden is finally thriving beautifully']"
flex,130,masked,1,90,0.18153423070907593,4,"{1: 0.0, 2: 0.1670423299074173, 3: 0.15300756692886353, 4: 0.18153423070907593, 5: 0.1281500607728958}",,"['Humble flex, managed to declutter my digital files perfectly today', 'Humble flex, finally cleaned my entire apartment in one afternoon', 'Subtle flex, my playlist actually helped me stay productive all week', 'Subtle flex, my coffee brewing skills just hit a new level', 'Lowkey flex, finally figured out a complicated editing technique']"
flex,130,masked,2,8,0.18153423070907593,4,"{1: 0.0, 2: 0.1670423299074173, 3: 0.15300756692886353, 4: 0.18153423070907593, 5: 0.1281500607728958}",,"['Not to flex but I finally finished that huge project', 'Tiny flex but I managed to stick to my morning routine', 'Not a flex, just proud of completing this challenging workout', 'This might count as a flex, I finally mastered that recipe', 'Subtle flex here but my garden is finally thriving beautifully']"
flex,130,masked,3,11,0.18153423070907593,4,"{1: 0.0, 2: 0.1670423299074173, 3: 0.15300756692886353, 4: 0.18153423070907593, 5: 0.1281500607728958}",,"['Tiny flex but I managed to stick to my morning routine', 'Just a soft flex showing off my new camera skills', 'This casual flex shows how much progress I’ve made recently', 'Accidental flex but the coffee art turned out perfect today', 'Not trying to flex but my desk setup is peak aesthetic']"
flex,140,masked,0,121,0.2711097300052643,2,"{1: 0.0, 2: 0.2711097300052643, 3: 0.14886026084423065, 4: 0.12243480235338211, 5: 0.13035231828689575}",,"['Lowkey flex, successfully organized my digital workspace without distractions', 'Lowkey flex, kept up with my workout schedule all month', 'Lowkey flex, kept up with my daily workout routine consistently', 'Tiny flex, completed a long-term habit without skipping a day', 'Subtle flex, finally got all my laundry done in one day']"
flex,140,masked,1,10,0.2711097300052643,2,"{1: 0.0, 2: 0.2711097300052643, 3: 0.14886026084423065, 4: 0.12243480235338211, 5: 0.13035231828689575}",,"['Not to flex but I finally finished that huge project', 'Tiny flex but I managed to stick to my morning routine', 'Not a flex, just proud of completing this challenging workout', 'Subtle flex here but my garden is finally thriving beautifully', 'This might count as a flex, I finally mastered that recipe']"
flex,150,masked,0,124,0.2624369263648987,2,"{1: 0.0, 2: 0.2624369263648987, 3: 0.16929101943969727, 4: 0.1548180729150772, 5: 0.1354958564043045}",,"['Lowkey flex, kept up with my workout schedule all month', 'Lowkey flex, successfully organized my digital workspace without distractions', 'Lowkey flex, kept up with my daily workout routine consistently', 'Tiny flex, completed a long-term habit without skipping a day', 'Subtle flex, finally got all my laundry done in one day']"
flex,150,masked,1,14,0.2624369263648987,2,"{1: 0.0, 2: 0.2624369263648987, 3: 0.16929101943969727, 4: 0.1548180729150772, 5: 0.1354958564043045}",,"['This might count as a flex, I finally mastered that recipe', 'Tiny flex but I managed to stick to my morning routine', 'Not a flex, just proud of completing this challenging workout', 'Not to flex but I finally finished that huge project', 'Just a soft flex showing off my new camera skills']"
vibe,5,masked,0,2,0.23369279503822327,3,"{1: 0.0, 2: 0.23000355064868927, 3: 0.23369279503822327, 4: 0.11322853714227676}",,"['The sunset tonight created such a magical and peaceful vibe', 'This cafe gives off a calm and creative vibe all day']"
vibe,5,masked,1,2,0.23369279503822327,3,"{1: 0.0, 2: 0.23000355064868927, 3: 0.23369279503822327, 4: 0.11322853714227676}",,"['This cafe gives off a calm and creative vibe all day', 'The sunset tonight created such a magical and peaceful vibe']"
vibe,5,masked,2,1,0.23369279503822327,3,"{1: 0.0, 2: 0.23000355064868927, 3: 0.23369279503822327, 4: 0.11322853714227676}",,['This cafe gives off a calm and creative vibe all day']
vibe,10,masked,0,7,0.26220130920410156,2,"{1: 0.0, 2: 0.26220130920410156, 3: 0.22300255298614502, 4: 0.21077051758766174, 5: 0.1791260987520218}",,"['This cafe gives off a calm and creative vibe all day', 'I love the late night studying vibe in the library', 'The energy in this studio creates a productive and artistic vibe', 'That conversation completely shifted the positive vibe of the room', 'There’s a nostalgic vibe in this old neighborhood I love']"
vibe,10,masked,1,3,0.26220130920410156,2,"{1: 0.0, 2: 0.26220130920410156, 3: 0.22300255298614502, 4: 0.21077051758766174, 5: 0.1791260987520218}",,"['This cafe gives off a calm and creative vibe all day', 'I love the late night studying vibe in the library', 'The sunset tonight created such a magical and peaceful vibe']"
vibe,20,masked,0,16,0.2552112638950348,2,"{1: 0.0, 2: 0.2552112638950348, 3: 0.13988326489925385, 4: 0.12103062868118286, 5: 0.112845279276371}",,"['This cafe gives off a calm and creative vibe all day', 'There’s a creative collaborative vibe in this art workshop today', 'That small gesture completely lifted the happy vibe in the room', 'That conversation completely shifted the positive vibe of the room', 'The energy in this studio creates a productive and artistic vibe']"
vibe,20,masked,1,4,0.2552112638950348,2,"{1: 0.0, 2: 0.2552112638950348, 3: 0.13988326489925385, 4: 0.12103062868118286, 5: 0.112845279276371}",,"['Walking through this park always brings a relaxing vibe to me', 'This cafe gives off a calm and creative vibe all day', 'I love the late night studying vibe in the library', 'The sunset tonight created such a magical and peaceful vibe']"
vibe,30,masked,0,25,0.25064054131507874,2,"{1: 0.0, 2: 0.25064054131507874, 3: 0.12895022332668304, 4: 0.13078366219997406, 5: 0.11377210170030594}",,"['This cafe gives off a calm and creative vibe all day', 'This street carries a lively and colorful vibe every evening', 'There’s a creative collaborative vibe in this art workshop today', 'There’s a strong energetic vibe during game nights with friends', 'That conversation completely shifted the positive vibe of the room']"
vibe,30,masked,1,5,0.25064054131507874,2,"{1: 0.0, 2: 0.25064054131507874, 3: 0.12895022332668304, 4: 0.13078366219997406, 5: 0.11377210170030594}",,"['The energy in this studio creates a productive and artistic vibe', 'I love the late night studying vibe in the library', 'This cafe gives off a calm and creative vibe all day', 'Walking through this park always brings a relaxing vibe to me', 'The sunset tonight created such a magical and peaceful vibe']"
vibe,40,masked,0,35,0.2534622251987457,2,"{1: 0.0, 2: 0.2534622251987457, 3: 0.09923392534255981, 4: 0.11926569789648056, 5: 0.11542688310146332}",,"['This cafe gives off a calm and creative vibe all day', 'The classroom has a focused vibe that encourages everyone to participate', 'This street carries a lively and colorful vibe every evening', 'There’s a creative collaborative vibe in this art workshop today', 'That small gesture completely lifted the happy vibe in the room']"
vibe,40,masked,1,5,0.2534622251987457,2,"{1: 0.0, 2: 0.2534622251987457, 3: 0.09923392534255981, 4: 0.11926569789648056, 5: 0.11542688310146332}",,"['The energy in this studio creates a productive and artistic vibe', 'I love the late night studying vibe in the library', 'This cafe gives off a calm and creative vibe all day', 'Walking through this park always brings a relaxing vibe to me', 'The sunset tonight created such a magical and peaceful vibe']"
vibe,50,masked,0,43,0.2688450515270233,2,"{1: 0.0, 2: 0.2688450515270233, 3: 0.10584515333175659, 4: 0.11883407831192017, 5: 0.12601207196712494}",,"['This cafe gives off a calm and creative vibe all day', 'The classroom has a focused vibe that encourages everyone to participate', 'This street carries a lively and colorful vibe every evening', 'There’s a creative collaborative vibe in this art workshop today', 'There’s a strong energetic vibe during game nights with friends']"
vibe,50,masked,1,7,0.2688450515270233,2,"{1: 0.0, 2: 0.2688450515270233, 3: 0.10584515333175659, 4: 0.11883407831192017, 5: 0.12601207196712494}",,"['I love the late night studying vibe in the library', 'There’s a nostalgic vibe in this old neighborhood I love', 'The energy in this studio creates a productive and artistic vibe', 'This cafe gives off a calm and creative vibe all day', 'Walking through this park always brings a relaxing vibe to me']"
vibe,60,masked,0,8,0.2645138204097748,2,"{1: 0.0, 2: 0.2645138204097748, 3: 0.13634277880191803, 4: 0.1251278668642044, 5: 0.12450801581144333}",,"['I love the late night studying vibe in the library', 'There’s a nostalgic vibe in this old neighborhood I love', 'The energy in this studio creates a productive and artistic vibe', 'This cafe gives off a calm and creative vibe all day', 'The festival tonight had an exciting and energetic vibe throughout']"
vibe,60,masked,1,52,0.2645138204097748,2,"{1: 0.0, 2: 0.2645138204097748, 3: 0.13634277880191803, 4: 0.1251278668642044, 5: 0.12450801581144333}",,"['This cafe gives off a calm and creative vibe all day', 'The classroom has a focused vibe that encourages everyone to participate', 'This street carries a lively and colorful vibe every evening', 'There’s a creative collaborative vibe in this art workshop today', 'There’s a strong energetic vibe during game nights with friends']"
vibe,70,masked,0,8,0.2642591893672943,2,"{1: 0.0, 2: 0.2642591893672943, 3: 0.0910751074552536, 4: 0.1114637479186058, 5: 0.11787662655115128}",,"['I love the late night studying vibe in the library', 'There’s a nostalgic vibe in this old neighborhood I love', 'The energy in this studio creates a productive and artistic vibe', 'This cafe gives off a calm and creative vibe all day', 'The festival tonight had an exciting and energetic vibe throughout']"
vibe,70,masked,1,62,0.2642591893672943,2,"{1: 0.0, 2: 0.2642591893672943, 3: 0.0910751074552536, 4: 0.1114637479186058, 5: 0.11787662655115128}",,"['This cafe gives off a calm and creative vibe all day', 'The classroom has a focused vibe that encourages everyone to participate', 'The morning sun gives a warm peaceful vibe to the room', 'This street carries a lively and colorful vibe every evening', 'This small cafe creates an intimate cozy vibe for late dinners']"
vibe,80,masked,0,9,0.27855533361434937,2,"{1: 0.0, 2: 0.27855533361434937, 3: 0.1032920628786087, 4: 0.12948131561279297, 5: 0.12046496570110321}",,"['I love the late night studying vibe in the library', 'There’s a nostalgic vibe in this old neighborhood I love', 'The festival tonight had an exciting and energetic vibe throughout', 'The energy in this studio creates a productive and artistic vibe', 'This cafe gives off a calm and creative vibe all day']"
vibe,80,masked,1,71,0.27855533361434937,2,"{1: 0.0, 2: 0.27855533361434937, 3: 0.1032920628786087, 4: 0.12948131561279297, 5: 0.12046496570110321}",,"['This cafe gives off a calm and creative vibe all day', 'That small gesture completely enhanced the friendly welcoming vibe', 'The morning yoga session has a calm mindful vibe that refreshes', 'The classroom has a focused vibe that encourages everyone to participate', 'The morning sun gives a warm peaceful vibe to the room']"
vibe,90,masked,0,9,0.2759697735309601,2,"{1: 0.0, 2: 0.2759697735309601, 3: 0.08542314171791077, 4: 0.10566408187150955, 5: 0.10932538658380508}",,"['I love the late night studying vibe in the library', 'There’s a nostalgic vibe in this old neighborhood I love', 'The festival tonight had an exciting and energetic vibe throughout', 'The energy in this studio creates a productive and artistic vibe', 'This cafe gives off a calm and creative vibe all day']"
